ID,HeartPy_Metrics
0532,"{'bpm': np.float64(63.03524473500108), 'ibi': np.float64(951.8484500574053), 'sdnn': np.float64(67.05944374862887), 'sdsd': np.float64(43.72399914508186), 'rmssd': np.float64(71.9541625317547), 'pnn20': 0.7653701380175659, 'pnn50': 0.4780426599749059, 'hr_mad': np.float64(43.0), 'sd1': np.float64(50.8548990952241), 'sd2': np.float64(79.07526330581398), 's': np.float64(12633.48928478938), 'sd1/sd2': np.float64(0.6431201992783628), 'breathingrate': np.float64(0.26537677470718085)}"
0533,"{'bpm': np.float64(59.81201936770151), 'ibi': np.float64(1003.1428571428571), 'sdnn': np.float64(116.91974126406308), 'sdsd': np.float64(62.52445574432067), 'rmssd': np.float64(97.29205046150457), 'pnn20': 0.8379446640316206, 'pnn50': 0.5573122529644269, 'hr_mad': np.float64(90.5), 'sd1': np.float64(68.73541725183665), 'sd2': np.float64(149.796137859113), 's': np.float64(32346.780559981544), 'sd1/sd2': np.float64(0.458859742542121), 'breathingrate': np.float64(0.15960320188577323)}"
0534,"{'bpm': np.float64(54.00641989814516), 'ibi': np.float64(1110.9790301441678), 'sdnn': np.float64(125.18732314988694), 'sdsd': np.float64(53.175531645307686), 'rmssd': np.float64(81.71679128490393), 'pnn20': 0.7831491712707183, 'pnn50': 0.468232044198895, 'hr_mad': np.float64(80.0), 'sd1': np.float64(57.739986839362025), 'sd2': np.float64(166.1557996310626), 's': np.float64(30139.917421357728), 'sd1/sd2': np.float64(0.34750509442083666), 'breathingrate': np.float64(0.11797322007904205)}"
0535,"{'bpm': np.float64(65.9979292147716), 'ibi': np.float64(909.1194331983805), 'sdnn': np.float64(40.46708447608408), 'sdsd': np.float64(19.280379561987857), 'rmssd': np.float64(33.92434517484526), 'pnn20': 0.5207700101317123, 'pnn50': 0.1033434650455927, 'hr_mad': np.float64(30.0), 'sd1': np.float64(23.98810777502275), 'sd2': np.float64(51.97808147634719), 's': np.float64(3917.113085433989), 'sd1/sd2': np.float64(0.4615042936115028), 'breathingrate': np.float64(0.21153182440631924)}"
0536,"{'bpm': np.float64(73.62976557937766), 'ibi': np.float64(814.887831407206), 'sdnn': np.float64(45.329494603637514), 'sdsd': np.float64(19.83679651549207), 'rmssd': np.float64(33.3941621848372), 'pnn20': 0.482312925170068, 'pnn50': 0.0782312925170068, 'hr_mad': np.float64(30.0), 'sd1': np.float64(23.613234123411416), 'sd2': np.float64(59.60869147068824), 's': np.float64(4421.961266621934), 'sd1/sd2': np.float64(0.3961374346729772), 'breathingrate': np.float64(0.11679319262534413)}"
0537,"{'bpm': np.float64(79.75991997332444), 'ibi': np.float64(752.257525083612), 'sdnn': np.float64(51.63144962646611), 'sdsd': np.float64(18.274886157922094), 'rmssd': np.float64(27.135179963136398), 'pnn20': 0.28535564853556483, 'pnn50': 0.038493723849372385, 'hr_mad': np.float64(30.0), 'sd1': np.float64(19.18746154902638), 'sd2': np.float64(70.47723286945221), 's': np.float64(4248.310387015729), 'sd1/sd2': np.float64(0.27225049519989075), 'breathingrate': np.float64(0.20006668889629878)}"
0538,"{'bpm': np.float64(75.28841665369995), 'ibi': np.float64(796.9353410097432), 'sdnn': np.float64(42.20029300556194), 'sdsd': np.float64(17.12336407084663), 'rmssd': np.float64(26.816952402728628), 'pnn20': 0.3182624113475177, 'pnn50': 0.034574468085106384, 'hr_mad': np.float64(30.0), 'sd1': np.float64(18.96244475008046), 'sd2': np.float64(56.613160047811), 's': np.float64(3372.574859061182), 'sd1/sd2': np.float64(0.33494764705001945), 'breathingrate': np.float64(0.31120101362615865)}"
0539,"{'bpm': np.float64(64.52448915085142), 'ibi': np.float64(929.8795045045046), 'sdnn': np.float64(86.21201413803337), 'sdsd': np.float64(45.89438206679556), 'rmssd': np.float64(70.83778332142896), 'pnn20': 0.7391304347826086, 'pnn50': 0.4166666666666667, 'hr_mad': np.float64(57.0), 'sd1': np.float64(50.081650138949634), 'sd2': np.float64(110.3761103967368), 's': np.float64(17366.151616779247), 'sd1/sd2': np.float64(0.45373631992408264), 'breathingrate': np.float64(0.1574421702797626)}"
0540,"{'bpm': np.float64(68.3467035807802), 'ibi': np.float64(877.8770131771596), 'sdnn': np.float64(52.213404721969134), 'sdsd': np.float64(31.188755225909354), 'rmssd': np.float64(57.22313171715667), 'pnn20': 0.7331378299120235, 'pnn50': 0.4120234604105572, 'hr_mad': np.float64(40.0), 'sd1': np.float64(40.462843224223406), 'sd2': np.float64(61.62088661794082), 's': np.float64(7833.10975493778), 'sd1/sd2': np.float64(0.6566416915598666), 'breathingrate': np.float64(0.3002051401791224)}"
0541,"{'bpm': np.float64(70.11149783654469), 'ibi': np.float64(855.779748706578), 'sdnn': np.float64(74.21335359304223), 'sdsd': np.float64(35.176466384784334), 'rmssd': np.float64(56.37790171360072), 'pnn20': 0.6580310880829016, 'pnn50': 0.31236121391561805, 'hr_mad': np.float64(50.0), 'sd1': np.float64(39.8650973142916), 'sd2': np.float64(96.76841943660725), 's': np.float64(12119.26686927696), 'sd1/sd2': np.float64(0.4119639190800996), 'breathingrate': np.float64(0.12954822216656448)}"
0542,"{'bpm': np.float64(51.421020014313065), 'ibi': np.float64(1166.837997054492), 'sdnn': np.float64(88.504063956315), 'sdsd': np.float64(52.374462801459806), 'rmssd': np.float64(86.77791394822965), 'pnn20': 0.8333333333333334, 'pnn50': 0.5777777777777777, 'hr_mad': np.float64(59.0), 'sd1': np.float64(61.345618121311766), 'sd2': np.float64(109.06174892860044), 's': np.float64(21018.70124622288), 'sd1/sd2': np.float64(0.5624851859057658), 'breathingrate': np.float64(0.16408547591098993)}"
0543,"{'bpm': np.float64(54.841252226068995), 'ibi': np.float64(1094.0669216061185), 'sdnn': np.float64(74.67540539959752), 'sdsd': np.float64(50.27733894793089), 'rmssd': np.float64(88.46667997244238), 'pnn20': 0.8534653465346534, 'pnn50': 0.6118811881188119, 'hr_mad': np.float64(56.0), 'sd1': np.float64(62.5542085040525), 'sd2': np.float64(85.37300577574146), 's': np.float64(16777.489596505537), 'sd1/sd2': np.float64(0.732716482635863), 'breathingrate': np.float64(0.21846653966478496)}"
0544,"{'bpm': np.float64(64.83038109976731), 'ibi': np.float64(925.4920144255539), 'sdnn': np.float64(76.58224568097533), 'sdsd': np.float64(21.031061122480402), 'rmssd': np.float64(36.54047325318886), 'pnn20': 0.5242268041237114, 'pnn50': 0.1283505154639175, 'hr_mad': np.float64(50.0), 'sd1': np.float64(25.83799560117138), 'sd2': np.float64(105.1952278523501), 's': np.float64(8538.955126715298), 'sd1/sd2': np.float64(0.24561946514757368), 'breathingrate': np.float64(0.22267003640655095)}"
0545,"{'bpm': np.float64(74.18902683219864), 'ibi': np.float64(808.744939271255), 'sdnn': np.float64(24.72883420059948), 'sdsd': np.float64(12.977223402799424), 'rmssd': np.float64(21.13022684417956), 'pnn20': 0.2391891891891892, 'pnn50': 0.006756756756756757, 'hr_mad': np.float64(20.0), 'sd1': np.float64(14.941314467380312), 'sd2': np.float64(31.6379952988541), 's': np.float64(1485.0724322295682), 'sd1/sd2': np.float64(0.4722585715764827), 'breathingrate': np.float64(0.3337338139100254)}"
0546,"{'bpm': np.float64(51.336898395721924), 'ibi': np.float64(1168.75), 'sdnn': np.float64(132.5839946034211), 'sdsd': np.float64(113.7501698549365), 'rmssd': np.float64(199.4671756209468), 'pnn20': 0.9130434782608695, 'pnn50': 0.8003952569169961, 'hr_mad': np.float64(70.0), 'sd1': np.float64(141.01138609839032), 'sd2': np.float64(120.34451309700329), 's': np.float64(53312.65957396608), 'sd1/sd2': np.float64(1.171730912108378), 'breathingrate': np.float64(0.267379679144385)}"
0547,"{'bpm': np.float64(79.66594184771105), 'ibi': np.float64(753.1449275362319), 'sdnn': np.float64(166.49257069748944), 'sdsd': np.float64(126.10813701828371), 'rmssd': np.float64(214.67774298546493), 'pnn20': 0.8666666666666667, 'pnn50': 0.8666666666666667, 'hr_mad': np.float64(139.0), 'sd1': np.float64(149.82319950899162), 'sd2': np.float64(146.79550401834516), 's': np.float64(69094.21617167315), 'sd1/sd2': np.float64(1.0206252603640238), 'breathingrate': np.float64(0.2)}"
0548,"{'bpm': np.float64(67.73428921048922), 'ibi': np.float64(885.8142707240294), 'sdnn': np.float64(49.9690578541483), 'sdsd': np.float64(35.62051220302624), 'rmssd': np.float64(53.49294587295124), 'pnn20': 0.6122233930453108, 'pnn50': 0.24973656480505796, 'hr_mad': np.float64(30.0), 'sd1': np.float64(37.82521243585514), 'sd2': np.float64(59.65158265480522), 's': np.float64(7088.4816463104835), 'sd1/sd2': np.float64(0.6341024119132594), 'breathingrate': np.float64(0.31984079036213087)}"
0549,"{'bpm': np.float64(69.07279129120582), 'ibi': np.float64(868.6488395560041), 'sdnn': np.float64(64.13277564846918), 'sdsd': np.float64(61.834640875458305), 'rmssd': np.float64(77.22189411191982), 'pnn20': 0.638477801268499, 'pnn50': 0.2727272727272727, 'hr_mad': np.float64(31.0), 'sd1': np.float64(54.59980402017664), 'sd2': np.float64(71.36635007882016), 's': np.float64(12241.494521753642), 'sd1/sd2': np.float64(0.765063702429425), 'breathingrate': np.float64(0.18586928742361933)}"
0550,"{'bpm': np.float64(64.30964934110389), 'ibi': np.float64(932.9859611231102), 'sdnn': np.float64(72.2321806666548), 'sdsd': np.float64(36.399756729068464), 'rmssd': np.float64(55.55836981176059), 'pnn20': 0.6041666666666666, 'pnn50': 0.2680921052631579, 'hr_mad': np.float64(40.0), 'sd1': np.float64(39.285589871611705), 'sd2': np.float64(92.1692394769297), 's': np.float64(11375.464910248873), 'sd1/sd2': np.float64(0.4262331998675657), 'breathingrate': np.float64(0.260433245171857)}"
0551,"{'bpm': np.float64(60.439649709987165), 'ibi': np.float64(992.7258064516129), 'sdnn': np.float64(51.87909932651377), 'sdsd': np.float64(21.803457584287138), 'rmssd': np.float64(36.10029110368222), 'pnn20': 0.49596122778675283, 'pnn50': 0.12277867528271405, 'hr_mad': np.float64(30.0), 'sd1': np.float64(25.52663539729336), 'sd2': np.float64(68.81509226685132), 's': np.float64(5518.5774817963165), 'sd1/sd2': np.float64(0.3709453051128104), 'breathingrate': np.float64(0.1137305236478253)}"
0552,"{'bpm': np.float64(62.82722513089005), 'ibi': np.float64(955.0), 'sdnn': np.float64(57.16141085344467), 'sdsd': np.float64(31.498291868634205), 'rmssd': np.float64(58.919104080177455), 'pnn20': 0.7582139848357203, 'pnn50': 0.4077506318449874, 'hr_mad': np.float64(40.0), 'sd1': np.float64(41.66176413743808), 'sd2': np.float64(69.12132840230159), 's': np.float64(9046.89614038677), 'sd1/sd2': np.float64(0.6027338464179579), 'breathingrate': np.float64(0.30797930379078525)}"
0553,"{'bpm': np.float64(61.16261239283474), 'ibi': np.float64(980.991452991453), 'sdnn': np.float64(91.04225521504262), 'sdsd': np.float64(60.91584663386991), 'rmssd': np.float64(101.13176025910273), 'pnn20': 0.8336192109777015, 'pnn50': 0.5926243567753001, 'hr_mad': np.float64(60.0), 'sd1': np.float64(71.50993287495668), 'sd2': np.float64(106.45757259472332), 's': np.float64(23916.234464310386), 'sd1/sd2': np.float64(0.6717223691281229), 'breathingrate': np.float64(0.3223670453753398)}"
0554,"{'bpm': np.float64(100.24494570979417), 'ibi': np.float64(598.5339168490153), 'sdnn': np.float64(100.03410495328532), 'sdsd': np.float64(68.0748557085664), 'rmssd': np.float64(72.89686885163239), 'pnn20': 0.13695090439276486, 'pnn50': 0.09302325581395349, 'hr_mad': np.float64(20.0), 'sd1': np.float64(51.43730675930693), 'sd2': np.float64(101.66852114502007), 's': np.float64(16429.131286490923), 'sd1/sd2': np.float64(0.5059314936423311), 'breathingrate': np.float64(0.0)}"
0555,"{'bpm': np.float64(72.30371802256752), 'ibi': np.float64(829.8328445747801), 'sdnn': np.float64(64.88135962965222), 'sdsd': np.float64(57.2349183761002), 'rmssd': np.float64(96.39410526277923), 'pnn20': 0.8298887122416534, 'pnn50': 0.5961844197138315, 'hr_mad': np.float64(46.0), 'sd1': np.float64(68.16092474681042), 'sd2': np.float64(61.28918434744941), 's': np.float64(13124.089647934481), 'sd1/sd2': np.float64(1.1121199518728297), 'breathingrate': np.float64(0.30038519984450646)}"
0556,"{'bpm': np.float64(67.32785491640692), 'ibi': np.float64(891.1616161616162), 'sdnn': np.float64(68.93301808279836), 'sdsd': np.float64(31.378830252545928), 'rmssd': np.float64(50.7808176165263), 'pnn20': 0.6833602584814217, 'pnn50': 0.31179321486268174, 'hr_mad': np.float64(48.0), 'sd1': np.float64(35.9064992427207), 'sd2': np.float64(90.74430980309822), 's': np.float64(10236.28430235065), 'sd1/sd2': np.float64(0.39568871393294536), 'breathingrate': np.float64(0.15694480774261052)}"
0557,"{'bpm': np.float64(70.38219752838916), 'ibi': np.float64(852.4883011190234), 'sdnn': np.float64(53.11269057163992), 'sdsd': np.float64(30.342197574778478), 'rmssd': np.float64(49.77014779742507), 'pnn20': 0.6695747001090513, 'pnn50': 0.31515812431842966, 'hr_mad': np.float64(34.0), 'sd1': np.float64(35.19270492181201), 'sd2': np.float64(66.41184997563563), 's': np.float64(7342.570058143582), 'sd1/sd2': np.float64(0.5299160456262411), 'breathingrate': np.float64(0.16706643277366076)}"
0558,"{'bpm': np.float64(68.11816484395838), 'ibi': np.float64(880.8223201174743), 'sdnn': np.float64(28.797217517686686), 'sdsd': np.float64(18.927081895150767), 'rmssd': np.float64(37.20373162814214), 'pnn20': 0.611764705882353, 'pnn50': 0.11764705882352941, 'hr_mad': np.float64(20.0), 'sd1': np.float64(26.306978036741608), 'sd2': np.float64(31.091476819151705), 's': np.float64(2569.580252807542), 'sd1/sd2': np.float64(0.8461154222348504), 'breathingrate': np.float64(0.40010669511869834)}"
0559,"{'bpm': np.float64(69.29240208272341), 'ibi': np.float64(865.895800933126), 'sdnn': np.float64(44.20646488442375), 'sdsd': np.float64(28.811889657777993), 'rmssd': np.float64(39.76922062463519), 'pnn20': 0.4053030303030303, 'pnn50': 0.08901515151515152, 'hr_mad': np.float64(30.0), 'sd1': np.float64(28.086970641620148), 'sd2': np.float64(55.6962007295979), 's': np.float64(4914.511369712084), 'sd1/sd2': np.float64(0.5042888073816902), 'breathingrate': np.float64(0.17960737827109938)}"
0560,"{'bpm': np.float64(73.38955880319715), 'ibi': np.float64(817.5549898167006), 'sdnn': np.float64(33.411044470608886), 'sdsd': np.float64(30.056886495737256), 'rmssd': np.float64(40.45039708267134), 'pnn20': 0.4806378132118451, 'pnn50': 0.11503416856492027, 'hr_mad': np.float64(20.0), 'sd1': np.float64(28.59984695034211), 'sd2': np.float64(37.50139347386673), 's': np.float64(3369.4652925667237), 'sd1/sd2': np.float64(0.7626342463853306), 'breathingrate': np.float64(0.14947124546915286)}"
0561,"{'bpm': np.float64(54.49827293381199), 'ibi': np.float64(1100.9523195876288), 'sdnn': np.float64(62.7973671782219), 'sdsd': np.float64(34.201994004386385), 'rmssd': np.float64(56.74993219193222), 'pnn20': 0.7117726657645467, 'pnn50': 0.38565629228687415, 'hr_mad': np.float64(39.0), 'sd1': np.float64(40.12808077461583), 'sd2': np.float64(79.51446246317934), 's': np.float64(10024.07688534778), 'sd1/sd2': np.float64(0.5046639256751297), 'breathingrate': np.float64(0.234107057157238)}"
0562,"{'bpm': np.float64(64.90502101593302), 'ibi': np.float64(924.4277108433735), 'sdnn': np.float64(89.5031678960832), 'sdsd': np.float64(46.25759492315732), 'rmssd': np.float64(76.12009246330051), 'pnn20': 0.7285067873303167, 'pnn50': 0.4675716440422323, 'hr_mad': np.float64(70.0), 'sd1': np.float64(53.825029338771095), 'sd2': np.float64(114.66311950617235), 's': np.float64(19389.111175551756), 'sd1/sd2': np.float64(0.46941884688453533), 'breathingrate': np.float64(0.11403994656413932)}"
0563,"{'bpm': np.float64(66.20310010140518), 'ibi': np.float64(906.3019693654267), 'sdnn': np.float64(91.15176380225259), 'sdsd': np.float64(54.23074472437704), 'rmssd': np.float64(91.97193857461093), 'pnn20': 0.8078291814946619, 'pnn50': 0.5741399762752076, 'hr_mad': np.float64(70.0), 'sd1': np.float64(64.95746130055909), 'sd2': np.float64(111.69100864087973), 's': np.float64(22792.771089809183), 'sd1/sd2': np.float64(0.5815818309011508), 'breathingrate': np.float64(0.14486455164421266)}"
0564,"{'bpm': np.float64(87.17234369824538), 'ibi': np.float64(688.2916926920675), 'sdnn': np.float64(30.164992672900738), 'sdsd': np.float64(24.739506625184553), 'rmssd': np.float64(41.339651965692084), 'pnn20': 0.6262694651320244, 'pnn50': 0.22951929587000677, 'hr_mad': np.float64(21.0), 'sd1': np.float64(29.230876293152416), 'sd2': np.float64(30.92655448200835), 's': np.float64(2840.0320802950273), 'sd1/sd2': np.float64(0.9451708016862208), 'breathingrate': np.float64(0.26316983529198235)}"
0565,"{'bpm': np.float64(68.29496084922575), 'ibi': np.float64(878.5421245421245), 'sdnn': np.float64(40.46794804446532), 'sdsd': np.float64(20.029754871891672), 'rmssd': np.float64(29.25266611906193), 'pnn20': 0.3387096774193548, 'pnn50': 0.032991202346041054, 'hr_mad': np.float64(30.0), 'sd1': np.float64(20.684748186617952), 'sd2': np.float64(53.37847904118653), 's': np.float64(3468.6965296267717), 'sd1/sd2': np.float64(0.3875110073979013), 'breathingrate': np.float64(0.2835199839894597)}"
0566,"{'bpm': np.float64(74.03534455714734), 'ibi': np.float64(810.4237288135594), 'sdnn': np.float64(32.87695089603419), 'sdsd': np.float64(19.55735701980955), 'rmssd': np.float64(33.63470214746765), 'pnn20': 0.4866732477788746, 'pnn50': 0.09970384995064166, 'hr_mad': np.float64(20.0), 'sd1': np.float64(23.78328909502211), 'sd2': np.float64(39.889597770724535), 's': np.float64(2980.447283743844), 'sd1/sd2': np.float64(0.5962278494689901), 'breathingrate': np.float64(0.33694679726259774)}"
0567,"{'bpm': np.float64(53.34158147207571), 'ibi': np.float64(1124.8260427263479), 'sdnn': np.float64(64.09626259179409), 'sdsd': np.float64(47.27250570610704), 'rmssd': np.float64(93.74350641307305), 'pnn20': 0.8772874058127018, 'pnn50': 0.7029063509149623, 'hr_mad': np.float64(48.0), 'sd1': np.float64(66.28650460700568), 'sd2': np.float64(61.03691753980388), 's': np.float64(12710.644850545226), 'sd1/sd2': np.float64(1.0860067526145696), 'breathingrate': np.float64(0.32559149120902975)}"
0568,"{'bpm': np.float64(68.19525057965963), 'ibi': np.float64(879.8266666666667), 'sdnn': np.float64(48.88956898516855), 'sdsd': np.float64(29.820770895599782), 'rmssd': np.float64(50.59228741077582), 'pnn20': 0.6808712121212122, 'pnn50': 0.3181818181818182, 'hr_mad': np.float64(32.0), 'sd1': np.float64(35.76203945299192), 'sd2': np.float64(58.567756883740266), 's': np.float64(6580.073454395326), 'sd1/sd2': np.float64(0.6106096827983568), 'breathingrate': np.float64(0.2936189962018962)}"
0569,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0570,"{'bpm': np.float64(57.83661902368948), 'ibi': np.float64(1037.40503875969), 'sdnn': np.float64(99.67604840569118), 'sdsd': np.float64(59.59902239553182), 'rmssd': np.float64(99.33576309836347), 'pnn20': 0.8329048843187661, 'pnn50': 0.6298200514138818, 'hr_mad': np.float64(66.99999999999989), 'sd1': np.float64(70.17801041609283), 'sd2': np.float64(124.82462065891197), 's': np.float64(27520.17423589542), 'sd1/sd2': np.float64(0.5622128875348792), 'breathingrate': np.float64(0.16813944364526312)}"
0571,"{'bpm': np.float64(71.42179486464012), 'ibi': np.float64(840.0796999531177), 'sdnn': np.float64(55.742385363594074), 'sdsd': np.float64(15.711012336909388), 'rmssd': np.float64(23.553693353447464), 'pnn20': 0.24611764705882352, 'pnn50': 0.024, 'hr_mad': np.float64(40.0), 'sd1': np.float64(16.6549600039617), 'sd2': np.float64(77.00088375891525), 's': np.float64(4028.9249405654928), 'sd1/sd2': np.float64(0.21629569935985793), 'breathingrate': np.float64(0.16742099124388216)}"
0572,"{'bpm': np.float64(70.59294738071794), 'ibi': np.float64(849.9432624113475), 'sdnn': np.float64(64.49583779518467), 'sdsd': np.float64(29.573330644103898), 'rmssd': np.float64(44.7277070568832), 'pnn20': 0.5209368346344926, 'pnn50': 0.18523775727466288, 'hr_mad': np.float64(50.0), 'sd1': np.float64(31.627258596305083), 'sd2': np.float64(85.5823308047796), 's': np.float64(8503.457244411298), 'sd1/sd2': np.float64(0.369553601764475), 'breathingrate': np.float64(0.13350912034178336)}"
0573,"{'bpm': np.float64(74.6677091477717), 'ibi': np.float64(803.5602094240837), 'sdnn': np.float64(50.94289265440299), 'sdsd': np.float64(22.44583147598828), 'rmssd': np.float64(40.69838778633573), 'pnn20': 0.606425702811245, 'pnn50': 0.17269076305220885, 'hr_mad': np.float64(30.0), 'sd1': np.float64(28.77047658946148), 'sd2': np.float64(65.75154086824229), 's': np.float64(5942.96077307044), 'sd1/sd2': np.float64(0.43756353401837156), 'breathingrate': np.float64(0.2361871253583529)}"
0574,"{'bpm': np.float64(55.865646750401545), 'ibi': np.float64(1074.0052875082617), 'sdnn': np.float64(91.79962502713303), 'sdsd': np.float64(42.69798584188628), 'rmssd': np.float64(70.05487079600361), 'pnn20': 0.7227856659905342, 'pnn50': 0.44421906693711966, 'hr_mad': np.float64(60.0), 'sd1': np.float64(49.524279130135994), 'sd2': np.float64(117.73433371310753), 's': np.float64(18317.70943690355), 'sd1/sd2': np.float64(0.42064432326780465), 'breathingrate': np.float64(0.0)}"
0575,"{'bpm': np.float64(69.17214254594069), 'ibi': np.float64(867.4012079378775), 'sdnn': np.float64(54.25061232171651), 'sdsd': np.float64(27.379400038336943), 'rmssd': np.float64(45.68831503948839), 'pnn20': 0.6536885245901639, 'pnn50': 0.2766393442622951, 'hr_mad': np.float64(36.0), 'sd1': np.float64(32.3060337332482), 'sd2': np.float64(70.0465854596585), 's': np.float64(7109.195947033755), 'sd1/sd2': np.float64(0.46120783077790445), 'breathingrate': np.float64(0.11936735302894659)}"
0576,"{'bpm': np.float64(61.73276079818136), 'ibi': np.float64(971.9312602291326), 'sdnn': np.float64(90.2616773475515), 'sdsd': np.float64(57.844231096302615), 'rmssd': np.float64(92.97038553480854), 'pnn20': 0.7907742998352554, 'pnn50': 0.5634266886326195, 'hr_mad': np.float64(60.0), 'sd1': np.float64(65.73893315500392), 'sd2': np.float64(108.61795907530413), 's': np.float64(22432.318507887998), 'sd1/sd2': np.float64(0.6052307897760033), 'breathingrate': np.float64(0.11787488423002442)}"
0577,"{'bpm': np.float64(71.92068559905898), 'ibi': np.float64(834.2523364485982), 'sdnn': np.float64(51.37203382217789), 'sdsd': np.float64(31.82559551153123), 'rmssd': np.float64(52.8624705929112), 'pnn20': 0.7033997655334114, 'pnn50': 0.3376318874560375, 'hr_mad': np.float64(36.0), 'sd1': np.float64(37.37910694984411), 'sd2': np.float64(61.95904068198044), 's': np.float64(7275.845673307979), 'sd1/sd2': np.float64(0.6032873740202224), 'breathingrate': np.float64(0.27384301326893873)}"
0578,"{'bpm': np.float64(73.56975465641904), 'ibi': np.float64(815.552536231884), 'sdnn': np.float64(37.02798286845582), 'sdsd': np.float64(15.220045140707786), 'rmssd': np.float64(26.59081839370089), 'pnn20': 0.37896645512239346, 'pnn50': 0.022665457842248413, 'hr_mad': np.float64(30.0), 'sd1': np.float64(18.802415764601953), 'sd2': np.float64(48.8137697327413), 's': np.float64(2883.406495966014), 'sd1/sd2': np.float64(0.38518671816469935), 'breathingrate': np.float64(0.11106545087019778)}"
0579,"{'bpm': np.float64(92.86430281657223), 'ibi': np.float64(646.1040268456376), 'sdnn': np.float64(27.116933908351132), 'sdsd': np.float64(12.791863302346304), 'rmssd': np.float64(16.436040197290428), 'pnn20': 0.03361344537815126, 'pnn50': 0.0016806722689075631, 'hr_mad': np.float64(20.0), 'sd1': np.float64(11.6218494416325), 'sd2': np.float64(36.346181715060844), 's': np.float64(1327.0396868124785), 'sd1/sd2': np.float64(0.319754342636127), 'breathingrate': np.float64(0.27700111666075156)}"
0580,"{'bpm': np.float64(92.32786885245902), 'ibi': np.float64(649.8579545454545), 'sdnn': np.float64(163.79916765078156), 'sdsd': np.float64(131.99235120292727), 'rmssd': np.float64(237.97784104867554), 'pnn20': 0.9433962264150944, 'pnn50': 0.8490566037735849, 'hr_mad': np.float64(136.5), 'sd1': np.float64(167.32764387822584), 'sd2': np.float64(162.7920438934341), 's': np.float64(85575.75598227266), 'sd1/sd2': np.float64(1.0278613123609455), 'breathingrate': np.float64(0.3333333333333333)}"
0581,"{'bpm': np.float64(67.6577840112202), 'ibi': np.float64(886.8159203980099), 'sdnn': np.float64(33.383210623246704), 'sdsd': np.float64(27.403688160324304), 'rmssd': np.float64(39.43785814854371), 'pnn20': 0.4175824175824176, 'pnn50': 0.14085914085914086, 'hr_mad': np.float64(20.0), 'sd1': np.float64(27.886733092368267), 'sd2': np.float64(38.05194149510187), 's': np.float64(3333.6832507540107), 'sd1/sd2': np.float64(0.7328596648861637), 'breathingrate': np.float64(0.2244039270687237)}"
0582,"{'bpm': np.float64(57.51718596553879), 'ibi': np.float64(1043.1664726426077), 'sdnn': np.float64(61.01572531912559), 'sdsd': np.float64(34.212285153380755), 'rmssd': np.float64(56.227160538868674), 'pnn20': 0.6931155192532089, 'pnn50': 0.31271878646441076, 'hr_mad': np.float64(40.0), 'sd1': np.float64(39.758483218859986), 'sd2': np.float64(76.61029925797816), 's': np.float64(9569.006272338873), 'sd1/sd2': np.float64(0.5189704726903225), 'breathingrate': np.float64(0.17855548611731095)}"
0583,"{'bpm': np.float64(78.59434479777914), 'ibi': np.float64(763.4137055837564), 'sdnn': np.float64(32.72165980323739), 'sdsd': np.float64(44.53814933549632), 'rmssd': np.float64(47.151287719305834), 'pnn20': 0.05747126436781609, 'pnn50': 0.02681992337164751, 'hr_mad': np.float64(10.0), 'sd1': np.float64(33.3409903958696), 'sd2': np.float64(32.280637747317236), 's': np.float64(3381.1970027359353), 'sd1/sd2': np.float64(1.032847946092406), 'breathingrate': np.float64(0.19947803248167295)}"
0584,"{'bpm': np.float64(50.235973367421735), 'ibi': np.float64(1194.3632416787266), 'sdnn': np.float64(88.34606524946742), 'sdsd': np.float64(99.54927638293582), 'rmssd': np.float64(133.6497646859673), 'pnn20': 0.728110599078341, 'pnn50': 0.49001536098310294, 'hr_mad': np.float64(36.0), 'sd1': np.float64(94.49647112094115), 'sd2': np.float64(74.70991836999042), 's': np.float64(22179.090094680127), 'sd1/sd2': np.float64(1.2648450591655127), 'breathingrate': np.float64(0.21810250817884405)}"
0585,"{'bpm': np.float64(109.77046371327597), 'ibi': np.float64(546.5951219512195), 'sdnn': np.float64(176.36604666213117), 'sdsd': np.float64(139.92268980847942), 'rmssd': np.float64(226.37403742319285), 'pnn20': 0.9156626506024096, 'pnn50': 0.7831325301204819, 'hr_mad': np.float64(159.0), 'sd1': np.float64(158.88354306970538), 'sd2': np.float64(185.4307590725422), 's': np.float64(92557.27602044775), 'sd1/sd2': np.float64(0.8568348846997315), 'breathingrate': np.float64(0.2)}"
0586,"{'bpm': np.float64(95.24643344269548), 'ibi': np.float64(629.9448476052249), 'sdnn': np.float64(19.350480100740928), 'sdsd': np.float64(19.29064204548877), 'rmssd': np.float64(30.44165263050009), 'pnn20': 0.4628099173553719, 'pnn50': 0.09090909090909091, 'hr_mad': np.float64(12.0), 'sd1': np.float64(21.525204356285688), 'sd2': np.float64(16.852350208016638), 's': np.float64(1139.6136213683333), 'sd1/sd2': np.float64(1.2772820461591274), 'breathingrate': np.float64(0.2879985254475497)}"
