ID,HeartPy_Metrics
0587,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0588,"{'bpm': np.float64(76.89829061206076), 'ibi': np.float64(780.2514142049026), 'sdnn': np.float64(58.10921593812883), 'sdsd': np.float64(23.866239448709717), 'rmssd': np.float64(37.89372705384714), 'pnn20': 0.4889867841409692, 'pnn50': 0.1290119572057898, 'hr_mad': np.float64(30.0), 'sd1': np.float64(26.794024128034565), 'sd2': np.float64(77.43429303880508), 's': np.float64(6518.102032247518), 'sd1/sd2': np.float64(0.34602271263207796), 'breathingrate': np.float64(0.1772221237654868)}"
0589,"{'bpm': np.float64(73.92708454923932), 'ibi': np.float64(811.6105263157895), 'sdnn': np.float64(54.325340023073146), 'sdsd': np.float64(55.791488116685564), 'rmssd': np.float64(76.83544403425188), 'pnn20': 0.5440158259149357, 'pnn50': 0.3570722057368942, 'hr_mad': np.float64(30.0), 'sd1': np.float64(54.329511571499616), 'sd2': np.float64(53.926903982730806), 's': np.float64(9204.308383476522), 'sd1/sd2': np.float64(1.0074658020215241), 'breathingrate': np.float64(0.28887080989942576)}"
0590,"{'bpm': np.float64(63.302802016150885), 'ibi': np.float64(947.8253424657535), 'sdnn': np.float64(54.66971477814579), 'sdsd': np.float64(35.072555009392545), 'rmssd': np.float64(55.7642911110147), 'pnn20': 0.7108433734939759, 'pnn50': 0.3531047265987025, 'hr_mad': np.float64(33.0), 'sd1': np.float64(39.42499122900673), 'sd2': np.float64(66.58386937788526), 's': np.float64(8246.895808635845), 'sd1/sd2': np.float64(0.5921102452796336), 'breathingrate': np.float64(0.23486901535682023)}"
0591,"{'bpm': np.float64(74.46791301112435), 'ibi': np.float64(805.7161477190442), 'sdnn': np.float64(80.6946431804502), 'sdsd': np.float64(44.66940085515259), 'rmssd': np.float64(68.29680852026728), 'pnn20': 0.7096525096525097, 'pnn50': 0.41621621621621624, 'hr_mad': np.float64(60.0), 'sd1': np.float64(48.29131570749847), 'sd2': np.float64(103.2539492489721), 's': np.float64(15664.826251576389), 'sd1/sd2': np.float64(0.46769461176788074), 'breathingrate': np.float64(0.12582233885753316)}"
0592,"{'bpm': np.float64(74.19194260337154), 'ibi': np.float64(808.7131552917903), 'sdnn': np.float64(93.67059744631278), 'sdsd': np.float64(52.18195571256195), 'rmssd': np.float64(75.37028187099327), 'pnn20': 0.7219193020719739, 'pnn50': 0.40458015267175573, 'hr_mad': np.float64(75.0), 'sd1': np.float64(53.232607000870104), 'sd2': np.float64(120.34150387470609), 's': np.float64(20125.331507790706), 'sd1/sd2': np.float64(0.4423462004953286), 'breathingrate': np.float64(0.13454011741682975)}"
0593,"{'bpm': np.float64(82.04059923765622), 'ibi': np.float64(731.3452188006484), 'sdnn': np.float64(29.79898806096944), 'sdsd': np.float64(6.995884863944664), 'rmssd': np.float64(10.323242856084198), 'pnn20': 0.012165450121654502, 'pnn50': 0.0, 'hr_mad': np.float64(20.0), 'sd1': np.float64(7.299635027372718), 'sd2': np.float64(41.51994836928152), 's': np.float64(952.1553762741659), 'sd1/sd2': np.float64(0.1758103108040795), 'breathingrate': np.float64(0.11080577962946547)}"
0594,"{'bpm': np.float64(67.07628152518687), 'ibi': np.float64(894.5039682539683), 'sdnn': np.float64(33.59941397068698), 'sdsd': np.float64(19.795273657652757), 'rmssd': np.float64(34.86390051452068), 'pnn20': 0.5253227408142999, 'pnn50': 0.09731876861966236, 'hr_mad': np.float64(20.0), 'sd1': np.float64(24.65249647224535), 'sd2': np.float64(40.646016604872415), 's': np.float64(3147.956832179186), 'sd1/sd2': np.float64(0.6065169119005415), 'breathingrate': np.float64(0.2772663753521283)}"
0595,"{'bpm': np.float64(79.44833278877405), 'ibi': np.float64(755.2077922077922), 'sdnn': np.float64(25.261894543063754), 'sdsd': np.float64(12.635188218907487), 'rmssd': np.float64(16.756396927624277), 'pnn20': 0.07677293428757319, 'pnn50': 0.006506180871828237, 'hr_mad': np.float64(10.0), 'sd1': np.float64(11.848360934290668), 'sd2': np.float64(33.169176348841326), 's': np.float64(1234.6470855363032), 'sd1/sd2': np.float64(0.3572099834400789), 'breathingrate': np.float64(0.12037626180117281)}"
0596,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0597,"{'bpm': np.float64(57.575069435952976), 'ibi': np.float64(1042.1177184466019), 'sdnn': np.float64(61.35051274612128), 'sdsd': np.float64(43.144781551399596), 'rmssd': np.float64(68.99981677910411), 'pnn20': 0.7471554993678887, 'pnn50': 0.43742098609355246, 'hr_mad': np.float64(40.0), 'sd1': np.float64(48.78581400536183), 'sd2': np.float64(70.94028633719898), 's': np.float64(10872.673972606068), 'sd1/sd2': np.float64(0.6877025245354838), 'breathingrate': np.float64(0.19798751514022173)}"
0598,"{'bpm': np.float64(63.29375147187713), 'ibi': np.float64(947.9608745684695), 'sdnn': np.float64(78.34725943314847), 'sdsd': np.float64(49.3734948765105), 'rmssd': np.float64(76.9256047916841), 'pnn20': 0.7648546144121365, 'pnn50': 0.47029077117572693, 'hr_mad': np.float64(54.0), 'sd1': np.float64(54.369497628174365), 'sd2': np.float64(96.62767746451497), 's': np.float64(16504.665763631172), 'sd1/sd2': np.float64(0.5626700243120376), 'breathingrate': np.float64(0.12139752834632286)}"
0599,"{'bpm': np.float64(64.0478902338887), 'ibi': np.float64(936.7990074441688), 'sdnn': np.float64(77.08710636405999), 'sdsd': np.float64(41.9956339234836), 'rmssd': np.float64(66.5366401155132), 'pnn20': 0.7167919799498746, 'pnn50': 0.37844611528822053, 'hr_mad': np.float64(50.0), 'sd1': np.float64(47.04850905219179), 'sd2': np.float64(98.54603905436886), 's': np.float64(14565.819070508092), 'sd1/sd2': np.float64(0.4774266881110731), 'breathingrate': np.float64(0.2648819509438627)}"
0600,"{'bpm': np.float64(78.96404463424713), 'ibi': np.float64(759.8394975575716), 'sdnn': np.float64(33.89787095931673), 'sdsd': np.float64(14.837801630000353), 'rmssd': np.float64(23.542823123912026), 'pnn20': 0.2631210636808957, 'pnn50': 0.016794961511546535, 'hr_mad': np.float64(20.0), 'sd1': np.float64(16.647242812618558), 'sd2': np.float64(44.934057485502855), 's': np.float64(2349.9997894674825), 'sd1/sd2': np.float64(0.3704816289512578), 'breathingrate': np.float64(0.275520044083207)}"
0601,"{'bpm': np.float64(72.67575852697394), 'ibi': np.float64(825.5847784200386), 'sdnn': np.float64(57.8804664829862), 'sdsd': np.float64(28.125817255615882), 'rmssd': np.float64(46.765800348330814), 'pnn20': 0.6392600205549845, 'pnn50': 0.3011305241521069, 'hr_mad': np.float64(39.0), 'sd1': np.float64(33.0681500418671), 'sd2': np.float64(75.07584651122237), 's': np.float64(7799.378733464259), 'sd1/sd2': np.float64(0.44046323256473785), 'breathingrate': np.float64(0.15170079934651962)}"
0602,"{'bpm': np.float64(74.97145972839886), 'ibi': np.float64(800.3045454545454), 'sdnn': np.float64(37.55467501793191), 'sdsd': np.float64(24.05616295462623), 'rmssd': np.float64(39.553677561800754), 'pnn20': 0.6073446327683616, 'pnn50': 0.17890772128060264, 'hr_mad': np.float64(25.0), 'sd1': np.float64(27.96684756181654), 'sd2': np.float64(44.62335186768128), 's': np.float64(3920.6274562900912), 'sd1/sd2': np.float64(0.62673121563671), 'breathingrate': np.float64(0.31806254472754536)}"
0603,"{'bpm': np.float64(62.582750582750585), 'ibi': np.float64(958.73063170441), 'sdnn': np.float64(75.78997643309881), 'sdsd': np.float64(51.361611013342994), 'rmssd': np.float64(75.08393945696103), 'pnn20': 0.7582697201017812, 'pnn50': 0.41348600508905853, 'hr_mad': np.float64(39.0), 'sd1': np.float64(53.04409226928922), 'sd2': np.float64(92.75520967669947), 's': np.float64(15456.999967972288), 'sd1/sd2': np.float64(0.5718718382953981), 'breathingrate': np.float64(0.14919249561747044)}"
0604,"{'bpm': np.float64(64.48294308876177), 'ibi': np.float64(930.4786215698788), 'sdnn': np.float64(94.86898578140521), 'sdsd': np.float64(60.7558530212414), 'rmssd': np.float64(88.64833310591541), 'pnn20': 0.7044368600682593, 'pnn50': 0.44573378839590444, 'hr_mad': np.float64(50.0), 'sd1': np.float64(62.68239841805183), 'sd2': np.float64(112.36399074710374), 's': np.float64(22127.004977110602), 'sd1/sd2': np.float64(0.5578513009486317), 'breathingrate': np.float64(0.22632968691059976)}"
0605,"{'bpm': np.float64(91.89921556541509), 'ibi': np.float64(652.8891419893698), 'sdnn': np.float64(26.127800714613784), 'sdsd': np.float64(18.95924145691596), 'rmssd': np.float64(30.208993146615644), 'pnn20': 0.46374501992031875, 'pnn50': 0.09482071713147411, 'hr_mad': np.float64(16.0), 'sd1': np.float64(21.360570041011187), 'sd2': np.float64(29.81977049012844), 's': np.float64(2001.0917781971907), 'sd1/sd2': np.float64(0.7163224159650191), 'breathingrate': np.float64(0.12792928999244055)}"
0606,"{'bpm': np.float64(67.0179397728802), 'ibi': np.float64(895.2826691380908), 'sdnn': np.float64(121.22713149491163), 'sdsd': np.float64(70.40181547780219), 'rmssd': np.float64(111.46208362716334), 'pnn20': 0.8249227600411947, 'pnn50': 0.639546858908342, 'hr_mad': np.float64(93.0), 'sd1': np.float64(78.7013217376581), 'sd2': np.float64(151.119193564272), 's': np.float64(37363.841934114724), 'sd1/sd2': np.float64(0.5207897149357531), 'breathingrate': np.float64(0.11387399325037785)}"
0607,"{'bpm': np.float64(59.6838171996881), 'ibi': np.float64(1005.2976303317536), 'sdnn': np.float64(93.45575298983215), 'sdsd': np.float64(63.12544564230506), 'rmssd': np.float64(106.47401529440903), 'pnn20': 0.8689727463312369, 'pnn50': 0.6687631027253669, 'hr_mad': np.float64(66.99999999999989), 'sd1': np.float64(75.28275153317544), 'sd2': np.float64(107.71639094551765), 's': np.float64(25475.760092853627), 'sd1/sd2': np.float64(0.6988978267128634), 'breathingrate': np.float64(0.169726457525954)}"
0608,"{'bpm': np.float64(93.026874430391), 'ibi': np.float64(644.9749103942652), 'sdnn': np.float64(23.65332233006677), 'sdsd': np.float64(7.6977687467794444), 'rmssd': np.float64(11.67161881643972), 'pnn20': 0.024390243902439025, 'pnn50': 0.0, 'hr_mad': np.float64(10.0), 'sd1': np.float64(8.253066783059763), 'sd2': np.float64(32.42415543123335), 's': np.float64(840.6861733592796), 'sd1/sd2': np.float64(0.2545345182718251), 'breathingrate': np.float64(0.11114321915219952)}"
0609,"BadSignalWarning: 
----------------
Could not determine best fit for given signal. Please check the source signal.
 Probable causes:
- detected heart rate falls outside of bpmmin<->bpmmax constraints
- no detectable heart rate present in signal
- very noisy signal (consider filtering and scaling)
If you're sure the signal contains heartrate data, consider filtering and/or scaling first.
----------------
"
0610,"{'bpm': np.float64(66.79398820891804), 'ibi': np.float64(898.284435604177), 'sdnn': np.float64(82.90769193396478), 'sdsd': np.float64(48.35336257270351), 'rmssd': np.float64(84.12144738678575), 'pnn20': 0.7990049751243781, 'pnn50': 0.5606965174129354, 'hr_mad': np.float64(60.0), 'sd1': np.float64(59.48283548748118), 'sd2': np.float64(101.0615921592723), 's': np.float64(18885.464515676213), 'sd1/sd2': np.float64(0.5885800353682998), 'breathingrate': np.float64(0.23803592681779182)}"
0611,"{'bpm': np.float64(145.24702809273847), 'ibi': np.float64(413.0893470790378), 'sdnn': np.float64(168.73285252805425), 'sdsd': np.float64(147.94940078761388), 'rmssd': np.float64(252.24152856418064), 'pnn20': 0.9225352112676056, 'pnn50': 0.852112676056338, 'hr_mad': np.float64(120.0), 'sd1': np.float64(178.24490311648896), 'sd2': np.float64(155.46082031637994), 's': np.float64(87053.8429953236), 'sd1/sd2': np.float64(1.1465583595515636), 'breathingrate': np.float64(0.0)}"
0612,"{'bpm': np.float64(75.33449216195959), 'ibi': np.float64(796.4479254868755), 'sdnn': np.float64(37.213051703923966), 'sdsd': np.float64(17.703504683013477), 'rmssd': np.float64(30.699732075183565), 'pnn20': 0.46928327645051193, 'pnn50': 0.03498293515358362, 'hr_mad': np.float64(20.0), 'sd1': np.float64(21.707920818288244), 'sd2': np.float64(47.52732155375977), 's': np.float64(3241.241877101584), 'sd1/sd2': np.float64(0.4567461432417073), 'breathingrate': np.float64(0.1435246463712185)}"
0613,"{'bpm': np.float64(92.13827078442574), 'ibi': np.float64(651.1952035694367), 'sdnn': np.float64(42.16235371385198), 'sdsd': np.float64(26.473409050436548), 'rmssd': np.float64(42.62784960144994), 'pnn20': 0.6113013698630136, 'pnn50': 0.23230593607305935, 'hr_mad': np.float64(29.0), 'sd1': np.float64(30.14235397403902), 'sd2': np.float64(51.41641642475042), 's': np.float64(4868.877440572382), 'sd1/sd2': np.float64(0.5862398834845545), 'breathingrate': np.float64(0.145599054462611)}"
0614,"{'bpm': np.float64(56.751106372586975), 'ibi': np.float64(1057.2481108312343), 'sdnn': np.float64(71.24955364362593), 'sdsd': np.float64(36.89359942433038), 'rmssd': np.float64(56.256746053340734), 'pnn20': 0.6684563758389261, 'pnn50': 0.32348993288590605, 'hr_mad': np.float64(44.0), 'sd1': np.float64(39.77940881541916), 'sd2': np.float64(91.97471562358814), 's': np.float64(11494.144455695969), 'sd1/sd2': np.float64(0.4325037435094521), 'breathingrate': np.float64(0.11913271384322134)}"
0615,"{'bpm': np.float64(57.19769464391845), 'ibi': np.float64(1048.9933269780743), 'sdnn': np.float64(84.16068516727631), 'sdsd': np.float64(51.122067792992574), 'rmssd': np.float64(87.76356290353885), 'pnn20': 0.8462321792260692, 'pnn50': 0.6130346232179226, 'hr_mad': np.float64(55.0), 'sd1': np.float64(62.04982192131629), 'sd2': np.float64(99.22468107504105), 's': np.float64(19342.389470588885), 'sd1/sd2': np.float64(0.6253466501382818), 'breathingrate': np.float64(0.16358580075249465)}"
0616,"{'bpm': np.float64(68.06548495512146), 'ibi': np.float64(881.5040404040404), 'sdnn': np.float64(45.413114777299135), 'sdsd': np.float64(26.39499983297031), 'rmssd': np.float64(42.10991952313994), 'pnn20': 0.604989604989605, 'pnn50': 0.22141372141372143, 'hr_mad': np.float64(26.5), 'sd1': np.float64(29.776206021086345), 'sd2': np.float64(57.05345083496118), 's': np.float64(5337.048517854783), 'sd1/sd2': np.float64(0.5219001758056692), 'breathingrate': np.float64(0.11458954026676445)}"
0617,"{'bpm': np.float64(74.98712667353244), 'ibi': np.float64(800.137339055794), 'sdnn': np.float64(39.44222727598166), 'sdsd': np.float64(14.841390406273803), 'rmssd': np.float64(24.377120138652465), 'pnn20': 0.29381443298969073, 'pnn50': 0.02577319587628866, 'hr_mad': np.float64(20.0), 'sd1': np.float64(17.237174503678897), 'sd2': np.float64(53.05453914277547), 's': np.float64(2873.0189953580307), 'sd1/sd2': np.float64(0.32489537713807687), 'breathingrate': np.float64(0.12873326467559215)}"
0618,"{'bpm': np.float64(65.96630908193451), 'ibi': np.float64(909.5552083333333), 'sdnn': np.float64(39.188607426648), 'sdsd': np.float64(22.504657491700733), 'rmssd': np.float64(35.79052712745467), 'pnn20': 0.5387131952017448, 'pnn50': 0.15812431842966193, 'hr_mad': np.float64(26.0), 'sd1': np.float64(25.307687593641077), 'sd2': np.float64(48.62926559739063), 's': np.float64(3866.3400512052035), 'sd1/sd2': np.float64(0.520420929305563), 'breathingrate': np.float64(0.1259792019790187)}"
0619,"{'bpm': np.float64(95.27116389215085), 'ibi': np.float64(629.7813267813268), 'sdnn': np.float64(87.75697313807939), 'sdsd': np.float64(98.84613277420459), 'rmssd': np.float64(127.41355716250507), 'pnn20': 0.7016574585635359, 'pnn50': 0.4134438305709024, 'hr_mad': np.float64(38.0), 'sd1': np.float64(89.82909207061432), 'sd2': np.float64(76.31813960903754), 's': np.float64(21537.468634071403), 'sd1/sd2': np.float64(1.1770346149787019), 'breathingrate': np.float64(0.2340823970037453)}"
0620,"{'bpm': np.float64(82.13543130092722), 'ibi': np.float64(730.5008210180624), 'sdnn': np.float64(41.849626216164246), 'sdsd': np.float64(43.49765673982281), 'rmssd': np.float64(53.02804517948395), 'pnn20': 0.38810900082576383, 'pnn50': 0.0957886044591247, 'hr_mad': np.float64(20.0), 'sd1': np.float64(37.48528241182768), 'sd2': np.float64(42.67526150199913), 's': np.float64(5025.587639076277), 'sd1/sd2': np.float64(0.8783843635046426), 'breathingrate': np.float64(0.31469513908401237)}"
0621,"{'bpm': np.float64(68.42805550275612), 'ibi': np.float64(876.8333333333334), 'sdnn': np.float64(172.54592786334373), 'sdsd': np.float64(105.34364693999008), 'rmssd': np.float64(182.29676659532694), 'pnn20': 1.0, 'pnn50': 0.6666666666666666, 'hr_mad': np.float64(141.49999999999994), 'sd1': np.float64(107.5190479822638), 'sd2': np.float64(202.11437905854746), 's': np.float64(68270.40743357231), 'sd1/sd2': np.float64(0.5319712950809811), 'breathingrate': np.float64(0.2)}"
0622,"{'bpm': np.float64(51.08493713227943), 'ibi': np.float64(1174.514511873351), 'sdnn': np.float64(58.58522579307954), 'sdsd': np.float64(45.44737562923251), 'rmssd': np.float64(60.230282330250176), 'pnn20': 0.601889338731444, 'pnn50': 0.2253711201079622, 'hr_mad': np.float64(26.5), 'sd1': np.float64(42.583821167998046), 'sd2': np.float64(68.96451651617937), 's': np.float64(9226.143345628765), 'sd1/sd2': np.float64(0.6174743668072797), 'breathingrate': np.float64(0.13479056915317825)}"
0623,"{'bpm': np.float64(61.37044510620048), 'ibi': np.float64(977.6692982456141), 'sdnn': np.float64(65.22160823077958), 'sdsd': np.float64(36.455931074004), 'rmssd': np.float64(60.11031136760381), 'pnn20': 0.72803738317757, 'pnn50': 0.3981308411214953, 'hr_mad': np.float64(39.999999999999886), 'sd1': np.float64(42.48954179689665), 'sd2': np.float64(82.44267978311322), 's': np.float64(11004.847290448803), 'sd1/sd2': np.float64(0.5153828321529137), 'breathingrate': np.float64(0.12562137716921198)}"
